Segment ID,Station ID,Station Description,Start Date,Start Time,Start Depth,Submitting Entity,Collecting Entity,Monitoring Type,Parameter Name,Parameter Code,Value,RFA/Tag ID,Station Latitude,Station Longitude,Comments
2305,13237,DEVILS R AT PAFFORD CROSSING,11/14/84,10:35,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,15,Z211680,29.683332,-101,WATER CLARITY EXCELLENT
2305,13237,DEVILS R AT PAFFORD CROSSING,8/17/83,2:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211670,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,11/21/83,3:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,16,Z211671,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,2/8/84,4:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,13,Z211672,29.683332,-101,WATER CLARITY EXCELLENT
2305,13237,DEVILS R AT PAFFORD CROSSING,12/7/89,10:40,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,12,Z211694,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,6/21/90,3:14,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,15,Z211695,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,3/9/82,11:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,13,Z211665,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,8/25/82,7:10,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211666,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,11/9/82,4:32,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211667,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,3/11/91,2:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,12,Z211697,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,2/23/83,12:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,3,Z211668,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,5/5/83,5:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211669,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,12/8/87,2:45,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211689,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,6/23/88,4:16,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211690,29.683332,-101,WATER CLARITY EXCELLANT SEVERAL SPECIES OF FISH OBSERVED BASS CATFISH BUFFALOCARP SHAD
2305,13237,DEVILS R AT PAFFORD CROSSING,12/15/88,9:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,4,Z211692,29.683332,-101,WATER CLARITY EXCELLANT
2305,13237,DEVILS R AT PAFFORD CROSSING,5/7/81,10:10,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,11,Z211661,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,8/18/81,5:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,13,Z211662,29.683332,-101,"CLOUDY, RECENT RAINS"
2305,13237,DEVILS R AT PAFFORD CROSSING,11/17/81,9:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,10,Z211663,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,2/2/82,12:05,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,13,Z211664,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,6/24/86,12:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,4,Z211685,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,3/17/87,5:19,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,7,Z211686,29.683332,-101,WATER CLARITY EXCELLANT AQUA GREEN IN APPEARANCEG HT 2.00 LARGEMOUTH BASS ANDSMALLMOUTH BASS OBSERVED GARS SUCKERS AND MINNOWS ALSO OBSERVED SEAGULLS WEREWORKING THE SHALLOWS
2305,13237,DEVILS R AT PAFFORD CROSSING,6/25/87,1:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211687,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,11/20/74,3:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,13,Z211625,29.683332,-101,
2305,13237,DEVILS R AT PAFFORD CROSSING,5/7/75,3:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,13,Z211630,29.683332,-101,CLEAR AND HOT D
2305,13237,DEVILS R AT PAFFORD CROSSING,7/24/85,4:20,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,52.8,Z211682,29.683332,-101,CLARITY GOOD
2305,13237,DEVILS R AT PAFFORD CROSSING,3/27/86,9:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,Z211683,29.683332,-101,CLARITY EXCELLENT
2305,13237,DEVILS R AT PAFFORD CROSSING,1/9/74,5:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,12,Z211617,29.683332,-101,
