Segment ID,Station ID,Station Description,Start Date,Start Time,Start Depth,Submitting Entity,Collecting Entity,Monitoring Type,Parameter Name,Parameter Code,Value,RFA/Tag ID,Station Latitude,Station Longitude,Comments
2304,13208,RIO GRANDE 340 M ABOVE US 277,9/24/80,10:55,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,102,Z208510,29.326389,-100.930557,
2304,13196,RIO GRANDE BELOW LAREDO,12/7/82,11:32,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,111,Z207247,27.40361,-99.486946,
2304,13202,RIO GRANDE LAREDO WTP PUMP,1/14/71,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,82,Z207558,27.523056,-99.523888,LOW FLOW
2304,13202,RIO GRANDE LAREDO WTP PUMP,2/10/71,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,94,Z207559,27.523056,-99.523888,
2304,13208,RIO GRANDE 340 M ABOVE US 277,10/23/80,9:35,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,98,Z208511,29.326389,-100.930557,
2304,13208,RIO GRANDE 340 M ABOVE US 277,11/12/80,4:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,100,Z208512,29.326389,-100.930557,
2304,13208,RIO GRANDE 340 M ABOVE US 277,4/30/86,11:35,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,141,Z208577,29.326389,-100.930557,
2304,13208,RIO GRANDE 340 M ABOVE US 277,5/29/86,11:34,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,145,Z208578,29.326389,-100.930557,
2304,13196,RIO GRANDE BELOW LAREDO,11/15/82,10:55,0.3,INTERNATIONAL BOUNDARY & WATER COMMISSION,DEFAULT CODE FOR UNKNOWN SOURCES,TYPE OF SAMPLING UNKNOWN - HISTORICAL DATA,CHLORIDE (MG/L AS CL),940,108,Z207246,27.40361,-99.486946,
2304,13202,RIO GRANDE LAREDO WTP PUMP,5/13/70,2:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,112,Z207549,27.523056,-99.523888,LOW FLOW
