Segment ID,Station ID,Station Description,Start Date,Start Time,Start Depth,Submitting Entity,Collecting Entity,Monitoring Type,Parameter Name,Parameter Code,Value,RFA/Tag ID,Station Latitude,Station Longitude,Comments
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,7/10/89,5:05,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ CENTRAL OFFICE,ECOREGION STUDY,CHLORIDE (MG/L AS CL),940,16,Z211773,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,10/7/99,10:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,15,28644,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,7/30/99,2:00,4.5,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TEXAS A&M UNIVERSITY TRACE ELEMENT RESEARCH LABORATORY,SPECIAL STUDY,CHLORIDE (MG/L AS CL),940,13.5,28352,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,6/22/00,11:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,11,28776,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,12/5/00,11:18,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,12,32628,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,3/13/01,12:40,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,14,34129,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,6/19/01,12:15,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,15,35447,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,10/3/01,8:25,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,15,37097,29.9,-100.99778,LIM 70300     1 TRDE Negative blanks on analytical run. Standards low on analytiLIM 70300     2 TRDE cal run.
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,12/6/01,10:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,13,37890,29.9,-100.99778,
2309,13239,DEVILS RIVER NEAR DOLAN CREEK,8/7/01,12:30,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,CHLORIDE (MG/L AS CL),940,16,35479,29.9,-100.99778,
